model,score_val,eval_metric,pred_time_val,fit_time,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,num_features,num_models,num_models_w_ancestors,memory_size,memory_size_w_ancestors,memory_size_min,memory_size_min_w_ancestors,num_ancestors,num_descendants,model_type,child_model_type,stopping_metric,hyperparameters,hyperparameters_fit,ag_args_fit,features,compile_time,child_hyperparameters,child_hyperparameters_fit,child_ag_args_fit,ancestors,descendants
WeightedEnsemble_L3,-9.46027401220539,root_mean_squared_error,6.023579359054565,66.45803236961365,0.0,0.031180381774902344,3,True,26,4,1,13,5233,553165940,5233,100428347,12,0,WeightedEnsembleModel,GreedyWeightedEnsembleModel,root_mean_squared_error,"{'use_orig_features': False, 'valid_stacker': True, 'max_base_models': 0, 'max_base_models_per_type': 'auto', 'save_bag_folds': True, 'stratify': 'auto', 'bin': 'auto', 'n_bins': None, 'vary_seed_across_folds': False, 'model_random_seed': 0}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['ExtraTrees_r178_BAG_L2', 'RandomForest_r127_BAG_L2', 'ExtraTrees_r42_BAG_L2', 'ExtraTrees_r172_BAG_L2']",,"{'ensemble_size': 25, 'subsample_size': 1000000}",{'ensemble_size': 24},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['RandomForestMSE_BAG_L1', 'ExtraTrees_r178_BAG_L2', 'ExtraTrees_r42_BAG_L2', 'ExtraTrees_r172_BAG_L2', 'RandomForest_r127_BAG_L1', 'ExtraTrees_r178_BAG_L1', 'ExtraTrees_r172_BAG_L1', 'RandomForest_r15_BAG_L1', 'ExtraTrees_r197_BAG_L1', 'RandomForest_r127_BAG_L2', 'ExtraTrees_r4_BAG_L1', 'RandomForest_r39_BAG_L1']",[]
ExtraTrees_r172_BAG_L2,-9.476337397870221,root_mean_squared_error,4.165990114212036,42.00367856025696,0.8278079032897949,2.6719236373901367,2,True,16,69,1,9,54396813,392080544,54396813,100428347,8,1,StackerEnsembleModel,XTModel,root_mean_squared_error,"{'use_orig_features': True, 'valid_stacker': True, 'max_base_models': 0, 'max_base_models_per_type': 'auto', 'save_bag_folds': True, 'stratify': 'auto', 'bin': 'auto', 'n_bins': None, 'vary_seed_across_folds': False, 'use_child_oof': True, 'fold_fitting_strategy': 'sequential', 'model_random_seed': 0}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['cv_quality_score', 'max_tech_score', 'avg_tech_score', 'backend_score', 'hobby', 'presentation_score', 'avg_interview_score', 'teamwork_score', 'communication_score', 'ExtraTrees_r172_BAG_L1', 'hackathon_count', 'cgpa', 'num_low_tech_scores', 'interview_score_diff', 'total_practical_experience', 'failed_courses_count', 'problem_solving_score', 'attendance_rate', 'preferred_social_media_platform', 'coding_score', 'age', 'data_structures_score', 'hackathon_awards', 'applications_sent', 'internship_count', 'min_tech_score', 'std_tech_score', 'cloud_score', 'num_high_tech_scores', 'academic_perf_index', 'internship_duration_months', 'interview_conversion_rate', 'profile_strength_score', 'machine_learning_score', 'english_exam_score', 'open_source_contribution_count', 'ExtraTrees_r4_BAG_L1', 'leadership_score', 'portfolio_score', 'department', 'real_client_project_count', 'github_avg_stars', 'github_repo_count', 'bootcamp_count', 'frontend_score', 'application_year', 'technical_interview_score', 'RandomForest_r15_BAG_L1', 'linkedin_profile_score', 'university_tier', 'std_social_score', 'RandomForestMSE_BAG_L1', 'sql_score', 'certification_count', 'avg_social_score', 'target_role', 'graduation_year', 'github_impact', 'RandomForest_r127_BAG_L1', 'hackathon_award_ratio', 'ExtraTrees_r178_BAG_L1', 'freelance_project_count', 'hr_interview_score', 'interviews_attended', 'devops_score', 'project_quality_score', 'max_social_score', 'ExtraTrees_r197_BAG_L1', 'RandomForest_r39_BAG_L1']",,"{'n_estimators': 300, 'max_leaf_nodes': 12845, 'n_jobs': -1, 'bootstrap': True, 'max_features': 1.0, 'min_samples_leaf': 4, 'random_state': 0}",{'n_estimators': 300},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}","['RandomForestMSE_BAG_L1', 'RandomForest_r127_BAG_L1', 'ExtraTrees_r178_BAG_L1', 'ExtraTrees_r172_BAG_L1', 'RandomForest_r15_BAG_L1', 'ExtraTrees_r197_BAG_L1', 'ExtraTrees_r4_BAG_L1', 'RandomForest_r39_BAG_L1']",['WeightedEnsemble_L3']
ExtraTrees_r178_BAG_L2,-9.478611303844096,root_mean_squared_error,3.976534843444824,41.58173418045044,0.638352632522583,2.249979257583618,2,True,22,69,1,9,45353483,383037214,45353483,100428347,8,1,StackerEnsembleModel,XTModel,root_mean_squared_error,"{'use_orig_features': True, 'valid_stacker': True, 'max_base_models': 0, 'max_base_models_per_type': 'auto', 'save_bag_folds': True, 'stratify': 'auto', 'bin': 'auto', 'n_bins': None, 'vary_seed_across_folds': False, 'use_child_oof': True, 'fold_fitting_strategy': 'sequential', 'model_random_seed': 0}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['cv_quality_score', 'max_tech_score', 'avg_tech_score', 'backend_score', 'hobby', 'presentation_score', 'avg_interview_score', 'teamwork_score', 'communication_score', 'ExtraTrees_r172_BAG_L1', 'hackathon_count', 'cgpa', 'num_low_tech_scores', 'interview_score_diff', 'total_practical_experience', 'failed_courses_count', 'problem_solving_score', 'attendance_rate', 'preferred_social_media_platform', 'coding_score', 'age', 'data_structures_score', 'hackathon_awards', 'applications_sent', 'internship_count', 'min_tech_score', 'std_tech_score', 'cloud_score', 'num_high_tech_scores', 'academic_perf_index', 'internship_duration_months', 'interview_conversion_rate', 'profile_strength_score', 'machine_learning_score', 'english_exam_score', 'open_source_contribution_count', 'ExtraTrees_r4_BAG_L1', 'leadership_score', 'portfolio_score', 'department', 'real_client_project_count', 'github_avg_stars', 'github_repo_count', 'bootcamp_count', 'frontend_score', 'application_year', 'technical_interview_score', 'RandomForest_r15_BAG_L1', 'linkedin_profile_score', 'university_tier', 'std_social_score', 'RandomForestMSE_BAG_L1', 'sql_score', 'certification_count', 'avg_social_score', 'target_role', 'graduation_year', 'github_impact', 'RandomForest_r127_BAG_L1', 'hackathon_award_ratio', 'ExtraTrees_r178_BAG_L1', 'freelance_project_count', 'hr_interview_score', 'interviews_attended', 'devops_score', 'project_quality_score', 'max_social_score', 'ExtraTrees_r197_BAG_L1', 'RandomForest_r39_BAG_L1']",,"{'n_estimators': 300, 'max_leaf_nodes': 29813, 'n_jobs': -1, 'bootstrap': True, 'max_features': 0.75, 'min_samples_leaf': 4, 'random_state': 0}",{'n_estimators': 250},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}","['RandomForestMSE_BAG_L1', 'RandomForest_r127_BAG_L1', 'ExtraTrees_r178_BAG_L1', 'ExtraTrees_r172_BAG_L1', 'RandomForest_r15_BAG_L1', 'ExtraTrees_r197_BAG_L1', 'ExtraTrees_r4_BAG_L1', 'RandomForest_r39_BAG_L1']",['WeightedEnsemble_L3']
ExtraTrees_r4_BAG_L2,-9.517784429384347,root_mean_squared_error,3.8636491298675537,41.12086486816406,0.5254669189453125,1.7891099452972412,2,True,21,69,1,9,10335631,348019362,10335631,100428347,8,0,StackerEnsembleModel,XTModel,root_mean_squared_error,"{'use_orig_features': True, 'valid_stacker': True, 'max_base_models': 0, 'max_base_models_per_type': 'auto', 'save_bag_folds': True, 'stratify': 'auto', 'bin': 'auto', 'n_bins': None, 'vary_seed_across_folds': False, 'use_child_oof': True, 'fold_fitting_strategy': 'sequential', 'model_random_seed': 0}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['cv_quality_score', 'max_tech_score', 'avg_tech_score', 'backend_score', 'hobby', 'presentation_score', 'avg_interview_score', 'teamwork_score', 'communication_score', 'ExtraTrees_r172_BAG_L1', 'hackathon_count', 'cgpa', 'num_low_tech_scores', 'interview_score_diff', 'total_practical_experience', 'failed_courses_count', 'problem_solving_score', 'attendance_rate', 'preferred_social_media_platform', 'coding_score', 'age', 'data_structures_score', 'hackathon_awards', 'applications_sent', 'internship_count', 'min_tech_score', 'std_tech_score', 'cloud_score', 'num_high_tech_scores', 'academic_perf_index', 'internship_duration_months', 'interview_conversion_rate', 'profile_strength_score', 'machine_learning_score', 'english_exam_score', 'open_source_contribution_count', 'ExtraTrees_r4_BAG_L1', 'leadership_score', 'portfolio_score', 'department', 'real_client_project_count', 'github_avg_stars', 'github_repo_count', 'bootcamp_count', 'frontend_score', 'application_year', 'technical_interview_score', 'RandomForest_r15_BAG_L1', 'linkedin_profile_score', 'university_tier', 'std_social_score', 'RandomForestMSE_BAG_L1', 'sql_score', 'certification_count', 'avg_social_score', 'target_role', 'graduation_year', 'github_impact', 'RandomForest_r127_BAG_L1', 'hackathon_award_ratio', 'ExtraTrees_r178_BAG_L1', 'freelance_project_count', 'hr_interview_score', 'interviews_attended', 'devops_score', 'project_quality_score', 'max_social_score', 'ExtraTrees_r197_BAG_L1', 'RandomForest_r39_BAG_L1']",,"{'n_estimators': 300, 'max_leaf_nodes': 19935, 'n_jobs': -1, 'bootstrap': True, 'max_features': 1.0, 'min_samples_leaf': 20, 'random_state': 0}",{'n_estimators': 300},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}","['RandomForestMSE_BAG_L1', 'RandomForest_r127_BAG_L1', 'ExtraTrees_r178_BAG_L1', 'ExtraTrees_r172_BAG_L1', 'RandomForest_r15_BAG_L1', 'ExtraTrees_r197_BAG_L1', 'ExtraTrees_r4_BAG_L1', 'RandomForest_r39_BAG_L1']",[]
RandomForest_r127_BAG_L2,-9.541962158314426,root_mean_squared_error,4.09471321105957,59.70321798324585,0.7565310001373291,20.37146306037903,2,True,19,69,1,9,43063869,380747600,43063869,100428347,8,1,StackerEnsembleModel,RFModel,root_mean_squared_error,"{'use_orig_features': True, 'valid_stacker': True, 'max_base_models': 0, 'max_base_models_per_type': 'auto', 'save_bag_folds': True, 'stratify': 'auto', 'bin': 'auto', 'n_bins': None, 'vary_seed_across_folds': False, 'use_child_oof': True, 'fold_fitting_strategy': 'sequential', 'model_random_seed': 0}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['cv_quality_score', 'max_tech_score', 'avg_tech_score', 'backend_score', 'hobby', 'presentation_score', 'avg_interview_score', 'teamwork_score', 'communication_score', 'ExtraTrees_r172_BAG_L1', 'hackathon_count', 'cgpa', 'num_low_tech_scores', 'interview_score_diff', 'total_practical_experience', 'failed_courses_count', 'problem_solving_score', 'attendance_rate', 'preferred_social_media_platform', 'coding_score', 'age', 'data_structures_score', 'hackathon_awards', 'applications_sent', 'internship_count', 'min_tech_score', 'std_tech_score', 'cloud_score', 'num_high_tech_scores', 'academic_perf_index', 'internship_duration_months', 'interview_conversion_rate', 'profile_strength_score', 'machine_learning_score', 'english_exam_score', 'open_source_contribution_count', 'ExtraTrees_r4_BAG_L1', 'leadership_score', 'portfolio_score', 'department', 'real_client_project_count', 'github_avg_stars', 'github_repo_count', 'bootcamp_count', 'frontend_score', 'application_year', 'technical_interview_score', 'RandomForest_r15_BAG_L1', 'linkedin_profile_score', 'university_tier', 'std_social_score', 'RandomForestMSE_BAG_L1', 'sql_score', 'certification_count', 'avg_social_score', 'target_role', 'graduation_year', 'github_impact', 'RandomForest_r127_BAG_L1', 'hackathon_award_ratio', 'ExtraTrees_r178_BAG_L1', 'freelance_project_count', 'hr_interview_score', 'interviews_attended', 'devops_score', 'project_quality_score', 'max_social_score', 'ExtraTrees_r197_BAG_L1', 'RandomForest_r39_BAG_L1']",,"{'n_estimators': 300, 'max_leaf_nodes': 38572, 'n_jobs': -1, 'bootstrap': True, 'max_features': 1.0, 'min_samples_leaf': 5, 'random_state': 0}",{'n_estimators': 300},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}","['RandomForestMSE_BAG_L1', 'RandomForest_r127_BAG_L1', 'ExtraTrees_r178_BAG_L1', 'ExtraTrees_r172_BAG_L1', 'RandomForest_r15_BAG_L1', 'ExtraTrees_r197_BAG_L1', 'ExtraTrees_r4_BAG_L1', 'RandomForest_r39_BAG_L1']",['WeightedEnsemble_L3']
RandomForest_r34_BAG_L2,-9.554109363062707,root_mean_squared_error,4.257642984390259,47.70184946060181,0.9194607734680176,8.370094537734985,2,True,20,69,1,9,5284991,342968722,5284991,100428347,8,0,StackerEnsembleModel,RFModel,root_mean_squared_error,"{'use_orig_features': True, 'valid_stacker': True, 'max_base_models': 0, 'max_base_models_per_type': 'auto', 'save_bag_folds': True, 'stratify': 'auto', 'bin': 'auto', 'n_bins': None, 'vary_seed_across_folds': False, 'use_child_oof': True, 'fold_fitting_strategy': 'sequential', 'model_random_seed': 0}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['cv_quality_score', 'max_tech_score', 'avg_tech_score', 'backend_score', 'hobby', 'presentation_score', 'avg_interview_score', 'teamwork_score', 'communication_score', 'ExtraTrees_r172_BAG_L1', 'hackathon_count', 'cgpa', 'num_low_tech_scores', 'interview_score_diff', 'total_practical_experience', 'failed_courses_count', 'problem_solving_score', 'attendance_rate', 'preferred_social_media_platform', 'coding_score', 'age', 'data_structures_score', 'hackathon_awards', 'applications_sent', 'internship_count', 'min_tech_score', 'std_tech_score', 'cloud_score', 'num_high_tech_scores', 'academic_perf_index', 'internship_duration_months', 'interview_conversion_rate', 'profile_strength_score', 'machine_learning_score', 'english_exam_score', 'open_source_contribution_count', 'ExtraTrees_r4_BAG_L1', 'leadership_score', 'portfolio_score', 'department', 'real_client_project_count', 'github_avg_stars', 'github_repo_count', 'bootcamp_count', 'frontend_score', 'application_year', 'technical_interview_score', 'RandomForest_r15_BAG_L1', 'linkedin_profile_score', 'university_tier', 'std_social_score', 'RandomForestMSE_BAG_L1', 'sql_score', 'certification_count', 'avg_social_score', 'target_role', 'graduation_year', 'github_impact', 'RandomForest_r127_BAG_L1', 'hackathon_award_ratio', 'ExtraTrees_r178_BAG_L1', 'freelance_project_count', 'hr_interview_score', 'interviews_attended', 'devops_score', 'project_quality_score', 'max_social_score', 'ExtraTrees_r197_BAG_L1', 'RandomForest_r39_BAG_L1']",,"{'n_estimators': 300, 'max_leaf_nodes': 18242, 'n_jobs': -1, 'bootstrap': True, 'max_features': 0.75, 'min_samples_leaf': 40, 'random_state': 0}",{'n_estimators': 300},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}","['RandomForestMSE_BAG_L1', 'RandomForest_r127_BAG_L1', 'ExtraTrees_r178_BAG_L1', 'ExtraTrees_r172_BAG_L1', 'RandomForest_r15_BAG_L1', 'ExtraTrees_r197_BAG_L1', 'ExtraTrees_r4_BAG_L1', 'RandomForest_r39_BAG_L1']",[]
RandomForest_r15_BAG_L2,-9.568979403351474,root_mean_squared_error,3.9699385166168213,50.300007581710815,0.6317563056945801,10.968252658843994,2,True,24,69,1,9,50348767,388032498,50348767,100428347,8,0,StackerEnsembleModel,RFModel,root_mean_squared_error,"{'use_orig_features': True, 'valid_stacker': True, 'max_base_models': 0, 'max_base_models_per_type': 'auto', 'save_bag_folds': True, 'stratify': 'auto', 'bin': 'auto', 'n_bins': None, 'vary_seed_across_folds': False, 'use_child_oof': True, 'fold_fitting_strategy': 'sequential', 'model_random_seed': 0}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['cv_quality_score', 'max_tech_score', 'avg_tech_score', 'backend_score', 'hobby', 'presentation_score', 'avg_interview_score', 'teamwork_score', 'communication_score', 'ExtraTrees_r172_BAG_L1', 'hackathon_count', 'cgpa', 'num_low_tech_scores', 'interview_score_diff', 'total_practical_experience', 'failed_courses_count', 'problem_solving_score', 'attendance_rate', 'preferred_social_media_platform', 'coding_score', 'age', 'data_structures_score', 'hackathon_awards', 'applications_sent', 'internship_count', 'min_tech_score', 'std_tech_score', 'cloud_score', 'num_high_tech_scores', 'academic_perf_index', 'internship_duration_months', 'interview_conversion_rate', 'profile_strength_score', 'machine_learning_score', 'english_exam_score', 'open_source_contribution_count', 'ExtraTrees_r4_BAG_L1', 'leadership_score', 'portfolio_score', 'department', 'real_client_project_count', 'github_avg_stars', 'github_repo_count', 'bootcamp_count', 'frontend_score', 'application_year', 'technical_interview_score', 'RandomForest_r15_BAG_L1', 'linkedin_profile_score', 'university_tier', 'std_social_score', 'RandomForestMSE_BAG_L1', 'sql_score', 'certification_count', 'avg_social_score', 'target_role', 'graduation_year', 'github_impact', 'RandomForest_r127_BAG_L1', 'hackathon_award_ratio', 'ExtraTrees_r178_BAG_L1', 'freelance_project_count', 'hr_interview_score', 'interviews_attended', 'devops_score', 'project_quality_score', 'max_social_score', 'ExtraTrees_r197_BAG_L1', 'RandomForest_r39_BAG_L1']",,"{'n_estimators': 300, 'max_leaf_nodes': 36230, 'n_jobs': -1, 'bootstrap': True, 'max_features': 0.75, 'min_samples_leaf': 3, 'random_state': 0}",{'n_estimators': 205},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}","['RandomForestMSE_BAG_L1', 'RandomForest_r127_BAG_L1', 'ExtraTrees_r178_BAG_L1', 'ExtraTrees_r172_BAG_L1', 'RandomForest_r15_BAG_L1', 'ExtraTrees_r197_BAG_L1', 'ExtraTrees_r4_BAG_L1', 'RandomForest_r39_BAG_L1']",[]
RandomForest_r39_BAG_L2,-9.582293286612485,root_mean_squared_error,3.880321979522705,51.11050724983215,0.5421397686004639,11.778752326965332,2,True,17,69,1,9,73799015,411482746,73799015,100428347,8,0,StackerEnsembleModel,RFModel,root_mean_squared_error,"{'use_orig_features': True, 'valid_stacker': True, 'max_base_models': 0, 'max_base_models_per_type': 'auto', 'save_bag_folds': True, 'stratify': 'auto', 'bin': 'auto', 'n_bins': None, 'vary_seed_across_folds': False, 'use_child_oof': True, 'fold_fitting_strategy': 'sequential', 'model_random_seed': 0}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['cv_quality_score', 'max_tech_score', 'avg_tech_score', 'backend_score', 'hobby', 'presentation_score', 'avg_interview_score', 'teamwork_score', 'communication_score', 'ExtraTrees_r172_BAG_L1', 'hackathon_count', 'cgpa', 'num_low_tech_scores', 'interview_score_diff', 'total_practical_experience', 'failed_courses_count', 'problem_solving_score', 'attendance_rate', 'preferred_social_media_platform', 'coding_score', 'age', 'data_structures_score', 'hackathon_awards', 'applications_sent', 'internship_count', 'min_tech_score', 'std_tech_score', 'cloud_score', 'num_high_tech_scores', 'academic_perf_index', 'internship_duration_months', 'interview_conversion_rate', 'profile_strength_score', 'machine_learning_score', 'english_exam_score', 'open_source_contribution_count', 'ExtraTrees_r4_BAG_L1', 'leadership_score', 'portfolio_score', 'department', 'real_client_project_count', 'github_avg_stars', 'github_repo_count', 'bootcamp_count', 'frontend_score', 'application_year', 'technical_interview_score', 'RandomForest_r15_BAG_L1', 'linkedin_profile_score', 'university_tier', 'std_social_score', 'RandomForestMSE_BAG_L1', 'sql_score', 'certification_count', 'avg_social_score', 'target_role', 'graduation_year', 'github_impact', 'RandomForest_r127_BAG_L1', 'hackathon_award_ratio', 'ExtraTrees_r178_BAG_L1', 'freelance_project_count', 'hr_interview_score', 'interviews_attended', 'devops_score', 'project_quality_score', 'max_social_score', 'ExtraTrees_r197_BAG_L1', 'RandomForest_r39_BAG_L1']",,"{'n_estimators': 300, 'max_leaf_nodes': 28310, 'n_jobs': -1, 'bootstrap': True, 'max_features': 0.75, 'min_samples_leaf': 2, 'random_state': 0}",{'n_estimators': 194},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}","['RandomForestMSE_BAG_L1', 'RandomForest_r127_BAG_L1', 'ExtraTrees_r178_BAG_L1', 'ExtraTrees_r172_BAG_L1', 'RandomForest_r15_BAG_L1', 'ExtraTrees_r197_BAG_L1', 'ExtraTrees_r4_BAG_L1', 'RandomForest_r39_BAG_L1']",[]
ExtraTrees_r42_BAG_L2,-9.628523036879907,root_mean_squared_error,3.8008878231048584,41.13348603248596,0.4627056121826172,1.8017311096191406,2,True,14,69,1,9,72662811,410346542,72662811,100428347,8,1,StackerEnsembleModel,XTModel,root_mean_squared_error,"{'use_orig_features': True, 'valid_stacker': True, 'max_base_models': 0, 'max_base_models_per_type': 'auto', 'save_bag_folds': True, 'stratify': 'auto', 'bin': 'auto', 'n_bins': None, 'vary_seed_across_folds': False, 'use_child_oof': True, 'fold_fitting_strategy': 'sequential', 'model_random_seed': 0}",{},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': None, 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None, 'drop_unique': False}","['cv_quality_score', 'max_tech_score', 'avg_tech_score', 'backend_score', 'hobby', 'presentation_score', 'avg_interview_score', 'teamwork_score', 'communication_score', 'ExtraTrees_r172_BAG_L1', 'hackathon_count', 'cgpa', 'num_low_tech_scores', 'interview_score_diff', 'total_practical_experience', 'failed_courses_count', 'problem_solving_score', 'attendance_rate', 'preferred_social_media_platform', 'coding_score', 'age', 'data_structures_score', 'hackathon_awards', 'applications_sent', 'internship_count', 'min_tech_score', 'std_tech_score', 'cloud_score', 'num_high_tech_scores', 'academic_perf_index', 'internship_duration_months', 'interview_conversion_rate', 'profile_strength_score', 'machine_learning_score', 'english_exam_score', 'open_source_contribution_count', 'ExtraTrees_r4_BAG_L1', 'leadership_score', 'portfolio_score', 'department', 'real_client_project_count', 'github_avg_stars', 'github_repo_count', 'bootcamp_count', 'frontend_score', 'application_year', 'technical_interview_score', 'RandomForest_r15_BAG_L1', 'linkedin_profile_score', 'university_tier', 'std_social_score', 'RandomForestMSE_BAG_L1', 'sql_score', 'certification_count', 'avg_social_score', 'target_role', 'graduation_year', 'github_impact', 'RandomForest_r127_BAG_L1', 'hackathon_award_ratio', 'ExtraTrees_r178_BAG_L1', 'freelance_project_count', 'hr_interview_score', 'interviews_attended', 'devops_score', 'project_quality_score', 'max_social_score', 'ExtraTrees_r197_BAG_L1', 'RandomForest_r39_BAG_L1']",,"{'n_estimators': 300, 'max_leaf_nodes': 18392, 'n_jobs': -1, 'bootstrap': True, 'max_features': 0.75, 'min_samples_leaf': 1, 'random_state': 0}",{'n_estimators': 84},"{'max_memory_usage_ratio': 1.0, 'max_time_limit_ratio': 1.0, 'max_time_limit': None, 'min_time_limit': 0, 'valid_raw_types': ['bool', 'int', 'float', 'category'], 'valid_special_types': None, 'ignored_type_group_special': None, 'ignored_type_group_raw': None, 'get_features_kwargs': None, 'get_features_kwargs_extra': None, 'predict_1_batch_size': None, 'temperature_scalar': None}","['RandomForestMSE_BAG_L1', 'RandomForest_r127_BAG_L1', 'ExtraTrees_r178_BAG_L1', 'ExtraTrees_r172_BAG_L1', 'RandomForest_r15_BAG_L1', 'ExtraTrees_r197_BAG_L1', 'ExtraTrees_r4_BAG_L1', 'RandomForest_r39_BAG_L1']",['WeightedEnsemble_L3']
